lrrk2	XM_048969273.1
kank3	XM_048976404.1
kank3	XM_048976405.1
kank3	XM_048976406.1
kank3	XM_048976407.1
kank3	XM_048976408.1
kank3	XM_048976409.1
kank3	XM_048976410.1
kank3	XM_048976411.1
kank3	XM_048976412.1
kank3	XM_048976413.1
kank3	XM_048976414.1
ndufa7	XM_048976415.1
rps28	XM_048976416.1
map1sa	XM_048976417.1
aspm	XM_048976418.1
LOC125708689	XM_048976419.1
LOC125708690	XM_048976420.1
LOC125708690	XM_048976421.1
LOC125708690	XM_048976422.1
LOC125708690	XM_048976423.1
LOC125708690	XM_048976424.1
LOC125708692	XM_048976425.1
LOC125708692	XM_048976426.1
LOC125708692	XM_048976427.1
LOC125708693	XM_048976428.1
LOC125708693	XM_048976429.1
LOC125708693	XM_048976430.1
LOC125708693	XM_048976431.1
LOC125708693	XM_048976432.1
LOC125708693	XM_048976433.1
LOC125708693	XM_048976434.1
LOC125708693	XM_048976435.1
LOC125708693	XM_048976436.1
LOC125708693	XM_048976437.1
tpm4a	XM_048976438.1
tpm4a	XM_048976439.1
tpm4a	XM_048976440.1
tpm4a	XM_048976441.1
LOC125708697	XM_048976442.1
ushbp1	XM_048976443.1
LOC125708699	XM_048976444.1
LOC125708699	XM_048976445.1
babam1	XM_048976446.1
lmnb2	XM_048976447.1
frem1b	XM_048976448.1
patj	XM_048976449.1
patj	XM_048976450.1
patj	XM_048976451.1
patj	XM_048976452.1
rabgap1l	XM_048976453.1
rabgap1l	XM_048976454.1
rabgap1l	XM_048976455.1
rabgap1l	XM_048976456.1
rabgap1l	XM_048976457.1
rabgap1l	XM_048976458.1
rabgap1l	XM_048976459.1
axdnd1	XM_048976460.1
axdnd1	XM_048976461.1
tdrd5	XM_048976462.1
nphs2	XM_048976463.1
gpr52	XM_048976464.1
atpaf1	XM_048976465.1
rab3b	XM_048976466.1
tm2d1	XM_048976467.1
fam163ab	XM_048976468.1
fam163ab	XM_048976469.1
fam163ab	XM_048976470.1
pdzk1ip1	XM_048976471.1
LOC125708722	XM_048976472.1
LOC125708722	XM_048976473.1
LOC125708722	XM_048976474.1
LOC125708725	XM_048976475.1
LOC125708726	XM_048976476.1
LOC125708726	XM_048976477.1
LOC125708726	XM_048976478.1
LOC125708726	XM_048976479.1
sema5a	XM_048976480.1
sema5a	XM_048976481.1
LOC125708728	XM_048976482.1
mtrr	XM_048976483.1
neto1l	XM_048976484.1
neto1l	XM_048976485.1
neto1l	XM_048976486.1
neto1l	XM_048976487.1
neto1l	XM_048976488.1
neto1l	XM_048976489.1
ankrd33ba	XM_048976490.1
LOC125708734	XM_048976491.1
LOC125708734	XM_048976492.1
cmbl	XM_048976493.1
cmbl	XM_048976494.1
timm21	XM_048976495.1
atpsckmt	XM_048976496.1
atpsckmt	XM_048976497.1
atpsckmt	XM_048976498.1
atpsckmt	XM_048976499.1
ropn1l	XM_048976500.1
LOC125708740	XM_048976501.1
LOC125708743	XM_048976502.1
LOC125708743	XM_048976503.1
LOC125708743	XM_048976504.1
mrpl42	XM_048976505.1
LOC125708745	XM_048976506.1
LOC125708746	XM_048976507.1
LOC125708746	XM_048976508.1
LOC125708746	XM_048976509.1
LOC125708746	XM_048976510.1
LOC125708746	XM_048976511.1
LOC125708746	XM_048976512.1
henmt1	XM_048976513.1
aasdh	XM_048976514.1
aasdh	XM_048976515.1
aasdh	XM_048976516.1
aasdh	XM_048976517.1
aasdh	XM_048976518.1
cracd	XM_048976519.1
cracd	XM_048976520.1
cracd	XM_048976521.1
cracd	XM_048976522.1
cracd	XM_048976523.1
cracd	XM_048976524.1
chst14	XM_048976525.1
tcf3b	XM_048976526.1
tcf3b	XM_048976527.1
tcf3b	XM_048976528.1
tcf3b	XM_048976529.1
LOC125708755	XM_048976530.1
kdm4b	XM_048976531.1
kdm4b	XM_048976532.1
LOC125708758	XM_048976533.1
LOC125708758	XM_048976534.1
LOC125708758	XM_048976535.1
LOC125708758	XM_048976536.1
LOC125708758	XM_048976537.1
LOC125708758	XM_048976538.1
LOC125708758	XM_048976539.1
LOC125708758	XM_048976540.1
si:dkey-121a11.3	XM_048976541.1
si:dkey-121a11.3	XM_048976542.1
si:dkey-121a11.3	XM_048976543.1
si:dkey-121a11.3	XM_048976544.1
si:dkey-121a11.3	XM_048976545.1
stx6	XM_048976546.1
lrrk2	XM_048976547.1
LOC125708012	XM_048976548.1
sac3d1	XM_048976549.1
sac3d1	XM_048976550.1
sac3d1	XM_048976551.1
crlf1b	XM_048976552.1
crlf1b	XM_048976553.1
haus8	XM_048976554.1
haus8	XM_048976555.1
rex1bd	XM_048976556.1
nos1apa	XM_048976557.1
nos1apa	XM_048976558.1
nos1apa	XM_048976559.1
nos1apa	XM_048976560.1
nos1apa	XM_048976561.1
nos1apa	XM_048976562.1
LOC125708769	XM_048976563.1
LOC125708770	XM_048976564.1
LOC125708771	XM_048976565.1
LOC125708771	XM_048976566.1
LOC125708771	XM_048976567.1
LOC125708771	XM_048976568.1
LOC125708771	XM_048976569.1
LOC125708773	XM_048976570.1
LOC125708773	XM_048976571.1
LOC125708773	XM_048976572.1
im:7152348	XM_048976573.1
LOC125708775	XM_048976574.1
uhmk1	XM_048976575.1
ncln	XM_048976576.1
ncln	XM_048976577.1
ncln	XM_048976578.1
ncln	XM_048976579.1
LOC125708779	XM_048976580.1
LOC125708779	XM_048976581.1
ncl	XM_048976582.1
ncl	XM_048976583.1
palmdb	XM_048976584.1
palmdb	XM_048976585.1
palmdb	XM_048976586.1
palmdb	XM_048976587.1
dpyda.1	XM_048976588.1
olfml2ba	XM_048976589.1
LOC125708785	XM_048976590.1
atf6	XM_048976591.1
atf6	XM_048976592.1
frrs1b	XM_048976593.1
frrs1b	XM_048976594.1
zgc:163022	XM_048976595.1
LOC125708791	XM_048976596.1
LOC125708791	XM_048976597.1
LOC125708793	XM_048976598.1
LOC125708793	XM_048976599.1
LOC125708793	XM_048976600.1
LOC125708794	XM_048976601.1
LOC125708794	XM_048976602.1
LOC125708794	XM_048976603.1
LOC125708794	XM_048976604.1
LOC125708794	XM_048976605.1
LOC125708794	XM_048976606.1
LOC125708794	XM_048976607.1
LOC125708794	XM_048976608.1
snx7	XM_048976609.1
snx7	XM_048976610.1
snx7	XM_048976611.1
plppr5b	XM_048976612.1
plppr5b	XM_048976613.1
plppr5b	XM_048976614.1
plppr5b	XM_048976615.1
plppr5b	XM_048976616.1
plppr5b	XM_048976617.1
LOC125708801	XM_048976618.1
LOC125708801	XM_048976619.1
LOC125708801	XM_048976620.1
LOC125708801	XM_048976621.1
LOC125708802	XM_048976622.1
ssbp4	XM_048976623.1
malt2	XM_048976624.1
malt2	XM_048976625.1
malt2	XM_048976626.1
malt2	XM_048976627.1
malt2	XM_048976628.1
mrpl54	XM_048976629.1
edem3	XM_048976630.1
edem3	XM_048976631.1
edem3	XM_048976632.1
edem3	XM_048976633.1
zgc:92140	XM_048976634.1
si:dkey-110c1.10	XM_048976635.1
si:dkey-110c1.10	XM_048976636.1
si:dkey-110c1.10	XM_048976637.1
si:dkey-110c1.10	XM_048976638.1
si:dkey-110c1.10	XM_048976639.1
hmg20b	XM_048976640.1
hmg20b	XM_048976641.1
unc13a	XM_048976642.1
LOC125708815	XM_048976643.1
LOC125708816	XM_048976644.1
LOC125708816	XM_048976645.1
LOC125708818	XM_048976646.1
hsh2d	XM_048976647.1
hsh2d	XM_048976648.1
LOC125708820	XM_048976649.1
tie1	XM_048976650.1
tie1	XM_048976651.1
orc1	XM_048976652.1
orc1	XM_048976653.1
orc1	XM_048976654.1
orc1	XM_048976655.1
orc1	XM_048976656.1
orc1	XM_048976657.1
orc1	XM_048976658.1
cpt2	XM_048976659.1
mpl	XM_048976660.1
podn	XM_048976661.1
slc1a7b	XM_048976662.1
slc1a7b	XM_048976663.1
slc1a7b	XM_048976664.1
aldh9a1a.1	XM_048976665.1
aldh9a1a.1	XM_048976666.1
aldh9a1a.1	XM_048976667.1
aldh9a1a.1	XM_048976668.1
LOC125708832	XM_048976669.1
LOC125708832	XM_048976670.1
LOC125708832	XM_048976671.1
akr1a1b	XM_048976672.1
akr1a1b	XM_048976673.1
prpf38a	XM_048976674.1
LOC125708836	XM_048976675.1
LOC125708837	XM_048976676.1
gpx7	XM_048976677.1
tmco1	XM_048976678.1
tmco1	XM_048976679.1
magoh	XM_048976680.1
si:ch73-40i7.5	XM_048976681.1
pex11g	XM_048976682.1
pex11g	XM_048976683.1
cep350	XM_048976684.1
cep350	XM_048976685.1
cep350	XM_048976686.1
cep350	XM_048976687.1
cep350	XM_048976688.1
cep350	XM_048976689.1
cep350	XM_048976690.1
cep350	XM_048976691.1
cep350	XM_048976692.1
LOC125708848	XM_048976693.1
LOC125708848	XM_048976694.1
LOC125708848	XM_048976695.1
lrrc7	XM_048976696.1
lrrc7	XM_048976697.1
lrrc7	XM_048976698.1
lrrc7	XM_048976699.1
lrrc7	XM_048976700.1
lrrc7	XM_048976701.1
lrrc7	XM_048976702.1
lrrc7	XM_048976703.1
lrrc7	XM_048976704.1
dsc2l	XM_048976705.1
lrrc7	XM_048976706.1
lrrc7	XM_048976707.1
LOC125708852	XM_048976708.1
LOC125708852	XM_048976709.1
LOC125708852	XM_048976710.1
LOC125708852	XM_048976711.1
LOC125708852	XM_048976712.1
LOC125708852	XM_048976713.1
LOC125708852	XM_048976714.1
depdc1a	XM_048976715.1
depdc1a	XM_048976716.1
qsox1	XM_048976717.1
LOC125708856	XM_048976718.1
LOC125708856	XM_048976719.1
LOC125708856	XM_048976720.1
LOC125708856	XM_048976721.1
lrrc40	XM_048976722.1
si:ch211-198n5.11	XM_048976723.1
si:ch211-198n5.11	XM_048976724.1
si:ch211-198n5.11	XM_048976725.1
si:ch211-198n5.11	XM_048976726.1
LOC125708861	XM_048976727.1
adgrl2a	XM_048976728.1
adgrl2a	XM_048976729.1
adgrl2a	XM_048976730.1
adgrl2a	XM_048976731.1
adgrl2a	XM_048976732.1
adgrl2a	XM_048976733.1
adgrl2a	XM_048976734.1
adgrl2a	XM_048976735.1
adgrl2a	XM_048976736.1
adgrl2a	XM_048976737.1
adgrl2a	XM_048976738.1
adgrl2a	XM_048976739.1
adgrl2a	XM_048976740.1
adgrl2a	XM_048976741.1
adgrl2a	XM_048976742.1
adgrl2a	XM_048976743.1
adgrl2a	XM_048976744.1
adgrl2a	XM_048976745.1
adgrl2a	XM_048976746.1
adgrl2a	XM_048976747.1
mcf2l2	XM_048976748.1
mcf2l2	XM_048976749.1
mcf2l2	XM_048976750.1
mcf2l2	XM_048976751.1
mcf2l2	XM_048976752.1
mcf2l2	XM_048976753.1
mcf2l2	XM_048976754.1
ect2	XM_048976755.1
ect2	XM_048976756.1
ect2	XM_048976757.1
ect2	XM_048976758.1
ect2	XM_048976759.1
ect2	XM_048976760.1
ect2	XM_048976761.1
ttll7	XM_048976762.1
ttll7	XM_048976763.1
ttll7	XM_048976764.1
ttll7	XM_048976765.1
mccc1	XM_048976766.1
adgrl4	XM_048976767.1
LOC125708873	XM_048976768.1
prkacba	XM_048976769.1
prkacba	XM_048976770.1
LOC125708875	XM_048976771.1
LOC125708875	XM_048976772.1
LOC125708875	XM_048976773.1
rfc4	XM_048976774.1
rfc4	XM_048976775.1
dnase2b	XM_048976776.1
dnase2b	XM_048976777.1
uox	XM_048976778.1
LOC125708880	XM_048976779.1
LOC125708881	XM_048976780.1
kng1	XM_048976781.1
samd13	XM_048976782.1
samd13	XM_048976783.1
samd13	XM_048976784.1
samd13	XM_048976785.1
samd13	XM_048976786.1
samd13	XM_048976787.1
samd13	XM_048976788.1
samd13	XM_048976789.1
dsc2l	XM_048976790.1
slc30a7	XM_048976791.1
dph5	XM_048976792.1
LOC125708891	XM_048976793.1
LOC125708891	XM_048976794.1
LOC125708891	XM_048976795.1
LOC125708891	XM_048976796.1
LOC125708891	XM_048976797.1
LOC125708891	XM_048976798.1
kcnh2b	XM_048976799.1
kcnh2b	XM_048976800.1
kcnh2b	XM_048976801.1
LOC125708894	XM_048976802.1
LOC125708894	XM_048976803.1
LOC125708894	XM_048976804.1
LOC125708894	XM_048976805.1
LOC125708894	XM_048976806.1
LOC125708894	XM_048976807.1
LOC125708894	XM_048976808.1
LOC125708894	XM_048976809.1
LOC125708894	XM_048976810.1
LOC125708896	XM_048976811.1
LOC125708896	XM_048976812.1
LOC125708896	XM_048976813.1
LOC125708896	XM_048976814.1
LOC125708897	XM_048976815.1
LOC125708899	XM_048976816.1
LOC125708900	XM_048976817.1
abcd3a	XM_048976818.1
abcd3a	XM_048976819.1
cep63	XM_048976820.1
cep63	XM_048976821.1
cep63	XM_048976822.1
cep63	XM_048976823.1
cep63	XM_048976824.1
arrdc2	XM_048976825.1
bhlhe22	XM_048976826.1
dnttip2	XM_048976827.1
spata6	XM_048976828.1
spata6	XM_048976829.1
LOC125708908	XM_048976830.1
LOC125708909	XM_048976831.1
LOC125708909	XM_048976832.1
LOC125708909	XM_048976833.1
vcpip1	XM_048976834.1
sgk3	XM_048976835.1
sgk3	XM_048976836.1
LOC125708913	XM_048976837.1
rpl36	XM_048976838.1
org	XM_048976839.1
org	XM_048976840.1
ptmaa	XM_048976841.1
ptmaa	XM_048976842.1
lmx1a	XM_048976843.1
LOC125708920	XM_048976844.1
acbd6	XM_048976845.1
LOC125708923	XM_048976846.1
LOC125708923	XM_048976847.1
LOC125708923	XM_048976848.1
LOC125708924	XM_048976849.1
LOC125708925	XM_048976850.1
LOC125708926	XM_048976851.1
foxe3	XM_048976852.1
shdb	XM_048976853.1
yju2	XM_048976854.1
LOC125708931	XM_048976855.1
LOC125708931	XM_048976856.1
LOC125708931	XM_048976857.1
LOC125708931	XM_048976858.1
LOC125708932	XM_048976859.1
LOC125708932	XM_048976860.1
slc12a7b	XM_048976861.1
slc12a7b	XM_048976862.1
slc12a7b	XM_048976863.1
slc12a7b	XM_048976864.1
slc12a7b	XM_048976865.1
slc12a7b	XM_048976866.1
slc12a7b	XM_048976867.1
slc12a7b	XM_048976868.1
slc12a7b	XM_048976869.1
slc12a7b	XM_048976870.1
slc12a7b	XM_048976871.1
reck	XM_048976872.1
reck	XM_048976873.1
aoc1	XM_048976874.1
aoc1	XM_048976875.1
LOC125708939	XM_048976876.1
LOC125708939	XM_048976877.1
lancl2	XM_048976878.1
lancl2	XM_048976879.1
gfod1	XM_048976880.1
gfod1	XM_048976881.1
gfod1	XM_048976882.1
stk17a	XM_048976883.1
stk17a	XM_048976884.1
vopp1	XM_048976885.1
vopp1	XM_048976886.1
ap1m1	XM_048976887.1
ap1m1	XM_048976888.1
si:dkey-172o19.2	XM_048976889.1
LOC125708949	XM_048976890.1
LOC125708949	XM_048976891.1
LOC125708949	XM_048976892.1
LOC125708949	XM_048976893.1
LOC125708949	XM_048976894.1
LOC125708949	XM_048976895.1
LOC125708949	XM_048976896.1
LOC125708949	XM_048976897.1
LOC125708949	XM_048976898.1
LOC125708949	XM_048976899.1
LOC125708949	XM_048976900.1
LOC125708949	XM_048976901.1
LOC125708949	XM_048976902.1
LOC125708949	XM_048976903.1
LOC125708949	XM_048976904.1
LOC125708949	XM_048976905.1
LOC125708952	XM_048976906.1
prex2	XM_048976907.1
c15h8orf34	XM_048976908.1
fam102bb	XM_048976909.1
riok3	XM_048976910.1
fam102bb	XM_048976911.1
cachd1	XM_048976912.1
cachd1	XM_048976913.1
cachd1	XM_048976914.1
cachd1	XM_048976915.1
cachd1	XM_048976916.1
cachd1	XM_048976917.1
zranb2	XM_048976918.1
zranb2	XM_048976919.1
zranb2	XM_048976920.1
zranb2	XM_048976921.1
r3hdm4	XM_048976922.1
r3hdm4	XM_048976923.1
map2k2a	XM_048976924.1
rttn	XM_048976925.1
rttn	XM_048976926.1
rttn	XM_048976927.1
trpa1b	XM_048976928.1
kcnb2b	XM_048976929.1
jph1a	XM_048976930.1
LOC125708967	XM_048976931.1
crispld1a	XM_048976932.1
terf1	XM_048976933.1
gdap1	XM_048976934.1
rdh10a	XM_048976935.1
dok6	XM_048976936.1
cd226	XM_048976937.1
pi15a	XM_048976938.1
LOC125708976	XM_048976939.1
LOC125708976	XM_048976940.1
LOC125708976	XM_048976941.1
ube2wb	XM_048976942.1
eloca	XM_048976943.1
eloca	XM_048976944.1
eloca	XM_048976945.1
stau2	XM_048976946.1
kif14	XM_048976947.1
kif14	XM_048976948.1
ddx59	XM_048976949.1
ddx59	XM_048976950.1
acp5b	XM_048976951.1
f3a	XM_048976952.1
celf5a	XM_048976953.1
celf5a	XM_048976954.1
celf5a	XM_048976955.1
celf5a	XM_048976956.1
celf5a	XM_048976957.1
celf5a	XM_048976958.1
celf5a	XM_048976959.1
celf5a	XM_048976960.1
celf5a	XM_048976961.1
celf5a	XM_048976962.1
rgmd	XM_048976963.1
rgmd	XM_048976964.1
rxfp3.2b	XM_048976965.1
LOC125708996	XM_048976966.1
LOC125708997	XM_048976967.1
LOC125708997	XM_048976968.1
LOC125708997	XM_048976969.1
ftsj3	XM_048976970.1
mfn1b	XM_048976971.1
mfn1b	XM_048976972.1
mfn1b	XM_048976973.1
mfn1b	XM_048976974.1
pex5la	XM_048976975.1
pex5la	XM_048976976.1
pex5la	XM_048976977.1
pex5la	XM_048976978.1
pex5la	XM_048976979.1
pex5la	XM_048976980.1
pex5la	XM_048976981.1
pex5la	XM_048976982.1
actl6a	XM_048976983.1
LOC125709004	XM_048976984.1
LOC125709004	XM_048976985.1
mrpl47	XM_048976986.1
lim2.2	XM_048976987.1
LOC125709010	XM_048976988.1
LOC125709010	XM_048976989.1
LOC125709011	XM_048976990.1
LOC125709011	XM_048976991.1
ggh	XM_048976992.1
LOC125709015	XM_048976993.1
uap1	XM_048976994.1
uap1	XM_048976995.1
uap1	XM_048976996.1
uap1	XM_048976997.1
LOC125709017	XM_048976998.1
LOC125709017	XM_048976999.1
tmprss9	XM_048977000.1
sppl2	XM_048977001.1
lsm7	XM_048977002.1
fcho1	XM_048977003.1
fcho1	XM_048977004.1
fcho1	XM_048977005.1
fcho1	XM_048977006.1
adamts10	XM_048977007.1
adamts10	XM_048977008.1
adamts10	XM_048977009.1
adamts10	XM_048977010.1
myo1f	XM_048977011.1
myo1f	XM_048977012.1
rfx2	XM_048977013.1
rfx2	XM_048977014.1
rfx2	XM_048977015.1
rfx2	XM_048977016.1
rfx2	XM_048977017.1
acsbg2	XM_048977018.1
mllt1a	XM_048977019.1
mllt1a	XM_048977020.1
mllt1a	XM_048977021.1
mllt1a	XM_048977022.1
mllt1a	XM_048977023.1
LOC125709005	XM_048977024.1
acer1	XM_048977025.1
acer1	XM_048977026.1
acer1	XM_048977027.1
tet3	XM_048977028.1
LOC125709031	XM_048977029.1
tax1bp3	XM_048977030.1
lhx4	XM_048977031.1
lhx4	XM_048977032.1
tet3	XM_048977033.1
fbn2b	XM_048977034.1
fbn2b	XM_048977035.1
fbn2b	XM_048977036.1
fbn2b	XM_048977037.1
fbn2b	XM_048977038.1
fbn2b	XM_048977039.1
fbn2b	XM_048977040.1
fbn2b	XM_048977041.1
fbn2b	XM_048977042.1
LOC125709037	XM_048977043.1
tet3	XM_048977044.1
angptl4	XM_048977045.1
npl	XM_048977046.1
npl	XM_048977047.1
sec22bb	XM_048977048.1
tet3	XM_048977049.1
kank4	XM_048977050.1
kank4	XM_048977051.1
kank4	XM_048977052.1
kank4	XM_048977053.1
kank4	XM_048977054.1
kank4	XM_048977055.1
kank4	XM_048977056.1
lepr	XM_048977057.1
lepr	XM_048977058.1
tet3	XM_048977059.1
lepr	XM_048977060.1
lepr	XM_048977061.1
lepr	XM_048977062.1
lepr	XM_048977063.1
lepr	XM_048977064.1
lepr	XM_048977065.1
lepr	XM_048977066.1
lepr	XM_048977067.1
lepr	XM_048977068.1
lepr	XM_048977069.1
tet3	XM_048977070.1
lepr	XM_048977071.1
ythdf3	XM_048977072.1
ythdf3	XM_048977073.1
LOC125709046	XM_048977074.1
tprg1	XM_048977075.1
rorca	XM_048977076.1
rorca	XM_048977077.1
LOC125709049	XM_048977078.1
tet3	XM_048977079.1
LOC125709050	XM_048977080.1
LOC125709050	XM_048977081.1
fxr1	XM_048977082.1
tet3	XM_048977083.1
fxr1	XM_048977084.1
fxr1	XM_048977085.1
si:zfos-943e10.1	XM_048977086.1
si:zfos-943e10.1	XM_048977087.1
si:zfos-943e10.1	XM_048977088.1
si:zfos-943e10.1	XM_048977089.1
pgpep1	XM_048977090.1
enc3	XM_048977091.1
enc3	XM_048977092.1
tet3	XM_048977093.1
enc3	XM_048977094.1
LOC125709057	XM_048977095.1
LOC125709058	XM_048977096.1
LOC125709058	XM_048977097.1
LOC125709059	XM_048977098.1
LOC125709060	XM_048977099.1
LOC125709061	XM_048977100.1
tet3	XM_048977101.1
LOC125709061	XM_048977102.1
LOC125709061	XM_048977103.1
LOC125709061	XM_048977104.1
LOC125709061	XM_048977105.1
LOC125709061	XM_048977106.1
LOC125709005	XM_048977107.1
LOC125709061	XM_048977108.1
LOC125709061	XM_048977109.1
LOC125709061	XM_048977110.1
LOC125709061	XM_048977111.1
LOC125709061	XM_048977112.1
LOC125709061	XM_048977113.1
LOC125709061	XM_048977114.1
LOC125709061	XM_048977115.1
LOC125709061	XM_048977116.1
ap3m2	XM_048977117.1
LOC125709063	XM_048977118.1
myoc	XM_048977119.1
LOC125709065	XM_048977120.1
LOC125709065	XM_048977121.1
LOC125709065	XM_048977122.1
LOC125709065	XM_048977123.1
LOC125709065	XM_048977124.1
LOC125709065	XM_048977125.1
LOC125709065	XM_048977126.1
ap3m2	XM_048977127.1
LOC125709065	XM_048977128.1
LOC125709065	XM_048977129.1
LOC125709065	XM_048977130.1
jun	XM_048977131.1
plpp6	XM_048977132.1
faslg	XM_048977133.1
faslg	XM_048977134.1
faslg	XM_048977135.1
si:dkey-86e18.1	XM_048977136.1
prdx6	XM_048977137.1
LOC125709072	XM_048977138.1
nmu	XM_048977139.1
nmu	XM_048977140.1
fkbp8	XM_048977141.1
dbt	XM_048977142.1
lpl	XM_048977143.1
fam20b	XM_048977144.1
cpamd8	XM_048977145.1
cpamd8	XM_048977146.1
cpamd8	XM_048977147.1
LOC125709089	XM_048977148.1
cntnap2a	XM_048977149.1
acacb	XM_048977150.1
relch	XM_048977151.1
relch	XM_048977152.1
relch	XM_048977153.1
relch	XM_048977154.1
relch	XM_048977155.1
relch	XM_048977156.1
relch	XM_048977157.1
relch	XM_048977158.1
pign	XM_048977159.1
acacb	XM_048977160.1
pign	XM_048977161.1
pign	XM_048977162.1
pign	XM_048977163.1
cul1b	XM_048977164.1
ezh2	XM_048977165.1
ezh2	XM_048977166.1
ezh2	XM_048977167.1
tnfrsf11a	XM_048977168.1
acacb	XM_048977169.1
zgc:112332	XM_048977170.1
LOC125709097	XM_048977171.1
LOC125709097	XM_048977172.1
LOC125709097	XM_048977173.1
LOC125709097	XM_048977174.1
LOC125709097	XM_048977175.1
LOC125709098	XM_048977176.1
LOC125709098	XM_048977177.1
acacb	XM_048977178.1
LOC125709098	XM_048977179.1
sec61g	XM_048977180.1
ier5	XM_048977181.1
LOC125709103	XM_048977182.1
LOC125709103	XM_048977183.1
LOC125709103	XM_048977184.1
LOC125709103	XM_048977185.1
LOC125709005	XM_048977186.1
acacb	XM_048977187.1
s1pr4	XM_048977188.1
s1pr4	XM_048977189.1
s1pr4	XM_048977190.1
ankrd24	XM_048977191.1
shc2	XM_048977192.1
shc2	XM_048977193.1
shc2	XM_048977194.1
acacb	XM_048977195.1
shc2	XM_048977196.1
shc2	XM_048977197.1
odf3l2b	XM_048977198.1
bcar3	XM_048977199.1
bcar3	XM_048977200.1
bcar3	XM_048977201.1
slc5a9	XM_048977202.1
acacb	XM_048977203.1
fnbp1l	XM_048977204.1
fnbp1l	XM_048977205.1
fnbp1l	XM_048977206.1
paox1	XM_048977207.1
paox1	XM_048977208.1
paox1	XM_048977209.1
negr1	XM_048977210.1
negr1	XM_048977211.1
negr1	XM_048977212.1
negr1	XM_048977213.1
foxn4	XM_048977214.1
LOC125709115	XM_048977215.1
LOC125709115	XM_048977216.1
LOC125709115	XM_048977217.1
gclm	XM_048977218.1
LOC125709117	XM_048977219.1
LOC125709117	XM_048977220.1
LOC125709117	XM_048977221.1
mrpl55	XM_048977222.1
mrpl55	XM_048977223.1
tor3a	XM_048977224.1
tor3a	XM_048977225.1
LOC125709119	XM_048977226.1
tor3a	XM_048977227.1
tor3a	XM_048977228.1
tor3a	XM_048977229.1
tor3a	XM_048977230.1
tor3a	XM_048977231.1
tor3a	XM_048977232.1
tor3a	XM_048977233.1
tor3a	XM_048977234.1
tor3a	XM_048977235.1
tor3a	XM_048977236.1
LOC125709119	XM_048977237.1
cnn3a	XM_048977238.1
ctns	XM_048977239.1
ctns	XM_048977240.1
ctns	XM_048977241.1
ctns	XM_048977242.1
eya1	XM_048977243.1
mob3a	XM_048977244.1
vamp4	XM_048977245.1
vamp4	XM_048977246.1
vamp4	XM_048977247.1
vamp4	XM_048977248.1
vamp4	XM_048977249.1
unga	XM_048977250.1
LOC125709129	XM_048977251.1
abl2	XM_048977252.1
abl2	XM_048977253.1
abl2	XM_048977254.1
osbpl9	XM_048977255.1
osbpl9	XM_048977256.1
osbpl9	XM_048977257.1
osbpl9	XM_048977258.1
soat1	XM_048977259.1
unga	XM_048977260.1
soat1	XM_048977261.1
soat1	XM_048977262.1
ctbs	XM_048977263.1
rpf1	XM_048977264.1
tbxa2r	XM_048977265.1
tbxa2r	XM_048977266.1
tbxa2r	XM_048977267.1
tbxa2r	XM_048977268.1
tbxa2r	XM_048977269.1
tbxa2r	XM_048977270.1
LOC125709005	XM_048977271.1
alkbh2	XM_048977272.1
tbxa2r	XM_048977273.1
tbxa2r	XM_048977274.1
tbxa2r	XM_048977275.1
tbxa2r	XM_048977276.1
tbxa2r	XM_048977277.1
gipc3	XM_048977278.1
tnfaip8l1	XM_048977279.1
tnfaip8l1	XM_048977280.1
tnfaip8l1	XM_048977281.1
alkbh2	XM_048977282.1
tnfaip8l1	XM_048977283.1
LOC125709141	XM_048977284.1
cers4a	XM_048977285.1
cers4a	XM_048977286.1
trabd2b	XM_048977287.1
trabd2b	XM_048977288.1
mier2	XM_048977289.1
mier2	XM_048977290.1
mier2	XM_048977291.1
mier2	XM_048977292.1
mier2	XM_048977293.1
mier2	XM_048977294.1
mier2	XM_048977295.1
mier2	XM_048977296.1
mier2	XM_048977297.1
LOC125709147	XM_048977298.1
LOC125709147	XM_048977299.1
sox2	XM_048977300.1
cep135	XM_048977301.1
cep135	XM_048977302.1
zbtb37	XM_048977303.1
zbtb37	XM_048977304.1
zbtb37	XM_048977305.1
serpinc1	XM_048977306.1
serpinc1	XM_048977307.1
LOC125709152	XM_048977308.1
ano8b	XM_048977309.1
rgl1	XM_048977310.1
rgl1	XM_048977311.1
rgl1	XM_048977312.1
rgl1	XM_048977313.1
rgl1	XM_048977314.1
ptbp2a	XM_048977315.1
ptbp2a	XM_048977316.1
LOC125709152	XM_048977317.1
xpr1a	XM_048977318.1
xpr1a	XM_048977319.1
si:ch73-61d6.3	XM_048977320.1
si:ch73-61d6.3	XM_048977321.1
si:ch73-61d6.3	XM_048977322.1
LOC125709162	XM_048977323.1
LOC125709152	XM_048977324.1
LOC125709162	XM_048977325.1
LOC125709162	XM_048977326.1
LOC125709163	XM_048977327.1
LOC125709163	XM_048977328.1
LOC125709163	XM_048977329.1
LOC125709163	XM_048977330.1
LOC125709163	XM_048977331.1
LOC125709163	XM_048977332.1
LOC125709163	XM_048977333.1
LOC125709164	XM_048977334.1
LOC125709166	XM_048977335.1
LOC125709167	XM_048977336.1
LOC125709167	XM_048977337.1
slc39a14	XM_048977338.1
amh	XM_048977339.1
LOC125709169	XM_048977340.1
LOC125709169	XM_048977341.1
tle2a	XM_048977342.1
